latitude_gps,longitude_gps,geometry,state,country
7.4352078,4.5635709,POINT (4.5635709 7.4352078),Osun,Nigeria
,,,,
,,,,
,,,,
,,,,
8.1547883,4.7085967,POINT (4.7085967 8.1547883),Kwara,Nigeria
4.898885,7.0088917,POINT (7.0088917 4.898885),Rivers,Nigeria
8.9442269,7.4208995,POINT (7.4208995 8.9442269),Federal Capital Territory,Nigeria
,,,,
6.6247868,3.3695493,POINT (3.3695493 6.6247868),Lagos,Nigeria
7.1090767,4.84996,POINT (4.84996 7.1090767),Osun,Nigeria
12.9694333,7.635235,POINT (7.635235 12.9694333),Katsina,Nigeria
,,,,
9.0298283,7.4390367,POINT (7.4390367 9.0298283),Federal Capital Territory,Nigeria
4.917465,6.2782537,POINT (6.2782537 4.917465),Bayelsa,Nigeria
6.5914979,3.2601517,POINT (3.2601517 6.5914979),Lagos,Nigeria
6.4471929,7.4859826,POINT (7.4859826 6.4471929),Enugu,Nigeria
8.1254661,5.0900434,POINT (5.0900434 8.1254661),Kwara,Nigeria
,,,,
,,,,
8.9922228,7.3714081,POINT (7.3714081 8.9922228),Federal Capital Territory,Nigeria
6.5025448,3.3789046,POINT (3.3789046 6.5025448),Lagos,Nigeria
6.1490754,6.8059757,POINT (6.8059757 6.1490754),Anambra,Nigeria
6.4958469,3.3591107,POINT (3.3591107 6.4958469),Lagos,Nigeria
7.1478018,3.328249,POINT (3.328249 7.1478018),Ogun,Nigeria
4.8042933,7.0345541,POINT (7.0345541 4.8042933),Rivers,Nigeria
9.0437886,7.3924883,POINT (7.3924883 9.0437886),Federal Capital Territory,Nigeria
6.5057367,3.3547928,POINT (3.3547928 6.5057367),Lagos,Nigeria
6.6290094,3.3831598,POINT (3.3831598 6.6290094),Lagos,Nigeria
6.5244783,3.3880267,POINT (3.3880267 6.5244783),Lagos,Nigeria
6.6094302,3.3724461,POINT (3.3724461 6.6094302),Lagos,Nigeria
7.3447282,3.8735138,POINT (3.8735138 7.3447282),Oyo,Nigeria
,,,,
6.4343754,3.4828186,POINT (3.4828186 6.4343754),Lagos,Nigeria
9.1729561,7.3285343,POINT (7.3285343 9.1729561),Federal Capital Territory,Nigeria
7.1455067,3.363275,POINT (3.363275 7.1455067),Ogun,Nigeria
4.8284355,7.0572978,POINT (7.0572978 4.8284355),Rivers,Nigeria
6.5320555,3.4011087,POINT (3.4011087 6.5320555),Lagos,Nigeria
10.4332387,7.5184632,POINT (7.5184632 10.4332387),Kaduna,Nigeria
7.2337921,5.2130444,POINT (5.2130444 7.2337921),Ondo,Nigeria
6.5076242,3.3687831,POINT (3.3687831 6.5076242),Lagos,Nigeria
7.4449291,3.9016131,POINT (3.9016131 7.4449291),Oyo,Nigeria
,,,,
12.0201587,8.5400021,POINT (8.5400021 12.0201587),Kano,Nigeria
6.679045,3.3556068,POINT (3.3556068 6.679045),Ogun,Nigeria
,,,,
10.4378213,7.4100712,POINT (7.4100712 10.4378213),Kaduna,Nigeria
7.1355911,3.2904606,POINT (3.2904606 7.1355911),Ogun,Nigeria
,,,,
,,,,
,,,,
6.5257731,3.3447162,POINT (3.3447162 6.5257731),Lagos,Nigeria
,,,,
6.6530791,3.3397609,POINT (3.3397609 6.6530791),Lagos,Nigeria
6.6524389,3.2979806,POINT (3.2979806 6.6524389),Lagos,Nigeria
6.6025624,3.3677065,POINT (3.3677065 6.6025624),Lagos,Nigeria
7.8167772,4.5846874,POINT (4.5846874 7.8167772),Osun,Nigeria
6.5494327,3.3776402,POINT (3.3776402 6.5494327),Lagos,Nigeria
6.7474166,3.2619772,POINT (3.2619772 6.7474166),Ogun,Nigeria
6.7710281,3.9666551,POINT (3.9666551 6.7710281),Ogun,Nigeria
,,,,
,,,,
5.9319564,5.6554867,POINT (5.6554867 5.9319564),Delta,Nigeria
6.6468445,3.3671743,POINT (3.3671743 6.6468445),Lagos,Nigeria
,,,,
6.606437,3.3233638,POINT (3.3233638 6.606437),Lagos,Nigeria
7.2669269,5.2015712,POINT (5.2015712 7.2669269),Ondo,Nigeria
6.7387095,3.4194295,POINT (3.4194295 6.7387095),Ogun,Nigeria
7.7271169,8.5349133,POINT (8.5349133 7.7271169),Benue,Nigeria
,,,,
5.5684,5.8384067,POINT (5.8384067 5.5684),Delta,Nigeria
6.8265559,3.4667184,POINT (3.4667184 6.8265559),Ogun,Nigeria
,,,,
6.5083978,3.3920415,POINT (3.3920415 6.5083978),Lagos,Nigeria
6.5455431,3.3255134,POINT (3.3255134 6.5455431),Lagos,Nigeria
11.2571687,14.1305626,POINT (14.1305626 11.2571687),Borno,Nigeria
,,,,
7.2668376,5.2529372,POINT (5.2529372 7.2668376),Ondo,Nigeria
11.9322772,8.5605562,POINT (8.5605562 11.9322772),Kano,Nigeria
6.530161,3.3913437,POINT (3.3913437 6.530161),Lagos,Nigeria
9.8824985,8.8464408,POINT (8.8464408 9.8824985),Plateau,Nigeria
8.4692431,4.5000978,POINT (4.5000978 8.4692431),Kwara,Nigeria
6.6229127,3.4976144,POINT (3.4976144 6.6229127),Lagos,Nigeria
4.9354937,8.3305756,POINT (8.3305756 4.9354937),Cross River,Nigeria
6.5184152,3.354724,POINT (3.354724 6.5184152),Lagos,Nigeria
,,,,
,,,,
6.451964,3.3918442,POINT (3.3918442 6.451964),Lagos,Nigeria
6.5247326,3.3678461,POINT (3.3678461 6.5247326),Lagos,Nigeria
,,,,
10.5001621,7.4327056,POINT (7.4327056 10.5001621),Kaduna,Nigeria
6.6017004,3.3808276,POINT (3.3808276 6.6017004),Lagos,Nigeria
8.4117766,4.6119802,POINT (4.6119802 8.4117766),Kwara,Nigeria
6.6834544,3.2902753,POINT (3.2902753 6.6834544),Lagos,Nigeria
6.8204492,3.917573,POINT (3.917573 6.8204492),Ogun,Nigeria
,,,,
4.9890161,8.3332804,POINT (8.3332804 4.9890161),Cross River,Nigeria
7.4366732,3.9114533,POINT (3.9114533 7.4366732),Oyo,Nigeria
7.7805084,3.9233057,POINT (3.9233057 7.7805084),Oyo,Nigeria
6.6235908,3.3611097,POINT (3.3611097 6.6235908),Lagos,Nigeria
6.6701801,3.3292904,POINT (3.3292904 6.6701801),Lagos,Nigeria
7.7837704,4.5661847,POINT (4.5661847 7.7837704),Osun,Nigeria
6.6139087,3.4025775,POINT (3.4025775 6.6139087),Lagos,Nigeria
,,,,
6.686271,3.3182749,POINT (3.3182749 6.686271),Lagos,Nigeria
,,,,
7.4220429,3.9040904,POINT (3.9040904 7.4220429),Oyo,Nigeria
10.446635,7.4826001,POINT (7.4826001 10.446635),Kaduna,Nigeria
6.622821,3.3833472,POINT (3.3833472 6.622821),Lagos,Nigeria
6.6103735,3.2858263,POINT (3.2858263 6.6103735),Lagos,Nigeria
,,,,
6.5025745,3.3296052,POINT (3.3296052 6.5025745),Lagos,Nigeria
6.481405,3.3033117,POINT (3.3033117 6.481405),Lagos,Nigeria
,,,,
6.5116812,3.3771647,POINT (3.3771647 6.5116812),Lagos,Nigeria
10.4847245,7.430362,POINT (7.430362 10.4847245),Kaduna,Nigeria
6.4636791,3.3255134,POINT (3.3255134 6.4636791),Lagos,Nigeria
5.7144113,6.4239287,POINT (6.4239287 5.7144113),Delta,Nigeria
6.5675276,3.3919558,POINT (3.3919558 6.5675276),Lagos,Nigeria
9.0274759,7.469311,POINT (7.469311 9.0274759),Federal Capital Territory,Nigeria
7.3994877,3.8844632,POINT (3.8844632 7.3994877),Oyo,Nigeria
7.4266477,3.8770953,POINT (3.8770953 7.4266477),Oyo,Nigeria
6.4071383,5.628345,POINT (5.628345 6.4071383),Edo,Nigeria
9.1424705,7.3238097,POINT (7.3238097 9.1424705),Federal Capital Territory,Nigeria
9.087736,7.5160943,POINT (7.5160943 9.087736),Federal Capital Territory,Nigeria
6.6348152,3.3645545,POINT (3.3645545 6.6348152),Lagos,Nigeria
9.0277413,7.5851805,POINT (7.5851805 9.0277413),Nasarawa,Nigeria
,,,,
6.418329,2.9913855,POINT (2.9913855 6.418329),Lagos,Nigeria
6.729057,3.4080441,POINT (3.4080441 6.729057),Ogun,Nigeria
7.3964165,3.9456262,POINT (3.9456262 7.3964165),Oyo,Nigeria
6.435565,7.5005417,POINT (7.5005417 6.435565),Enugu,Nigeria
6.646284,3.3607768,POINT (3.3607768 6.646284),Lagos,Nigeria
,,,,
6.6926761,3.3582571,POINT (3.3582571 6.6926761),Ogun,Nigeria
6.6076605,3.2519197,POINT (3.2519197 6.6076605),Lagos,Nigeria
6.5711267,3.3759467,POINT (3.3759467 6.5711267),Lagos,Nigeria
,,,,
7.4148631,3.8612355,POINT (3.8612355 7.4148631),Oyo,Nigeria
6.4324727,3.4436583,POINT (3.4436583 6.4324727),Lagos,Nigeria
6.5682135,3.5656116,POINT (3.5656116 6.5682135),Lagos,Nigeria
7.45945,3.9622183,POINT (3.9622183 7.45945),Oyo,Nigeria
,,,,
6.5211407,3.2924702,POINT (3.2924702 6.5211407),Lagos,Nigeria
6.4590075,3.3314296,POINT (3.3314296 6.4590075),Lagos,Nigeria
,,,,
,,,,
11.9926333,8.559375,POINT (8.559375 11.9926333),Kano,Nigeria
,,,,
7.8378889,5.0376865,POINT (5.0376865 7.8378889),Ekiti,Nigeria
6.4425101,3.4169318,POINT (3.4169318 6.4425101),Lagos,Nigeria
6.4420573,3.418587,POINT (3.418587 6.4420573),Lagos,Nigeria
,,,,
6.6632035,3.5185102,POINT (3.5185102 6.6632035),Lagos,Nigeria
9.0684754,7.4808491,POINT (7.4808491 9.0684754),Federal Capital Territory,Nigeria
7.1680725,5.5848005,POINT (5.5848005 7.1680725),Ondo,Nigeria
8.9866701,7.3586797,POINT (7.3586797 8.9866701),Federal Capital Territory,Nigeria
,,,,
6.4945495,3.1257478,POINT (3.1257478 6.4945495),Lagos,Nigeria
4.8005818,7.0426503,POINT (7.0426503 4.8005818),Rivers,Nigeria
,,,,
,,,,
6.5415485,3.3720348,POINT (3.3720348 6.5415485),Lagos,Nigeria
5.5935137,7.1048555,POINT (7.1048555 5.5935137),Imo,Nigeria
5.5649883,5.7550617,POINT (5.7550617 5.5649883),Delta,Nigeria
6.6791029,3.137974,POINT (3.137974 6.6791029),Ogun,Nigeria
7.4133599,3.8005112,POINT (3.8005112 7.4133599),Oyo,Nigeria
6.4596443,3.4329564,POINT (3.4329564 6.4596443),Lagos,Nigeria
,,,,
,,,,
6.5978906,3.3546256,POINT (3.3546256 6.5978906),Lagos,Nigeria
7.7122482,8.5774688,POINT (8.5774688 7.7122482),Benue,Nigeria
7.1328251,3.329671,POINT (3.329671 7.1328251),Ogun,Nigeria
,,,,
7.3601827,3.8677027,POINT (3.8677027 7.3601827),Oyo,Nigeria
7.2626867,5.2143903,POINT (5.2143903 7.2626867),Ondo,Nigeria
7.3144128,3.8527746,POINT (3.8527746 7.3144128),Oyo,Nigeria
,,,,
6.506735,3.3547928,POINT (3.3547928 6.506735),Lagos,Nigeria
9.0644283,7.469935,POINT (7.469935 9.0644283),Federal Capital Territory,Nigeria
,,,,
4.9696443,8.3475513,POINT (8.3475513 4.9696443),Cross River,Nigeria
6.66905,3.3524577,POINT (3.3524577 6.66905),Lagos,Nigeria
6.6664043,3.2871067,POINT (3.2871067 6.6664043),Lagos,Nigeria
6.6174485,3.3582277,POINT (3.3582277 6.6174485),Lagos,Nigeria
6.5343977,3.2472059,POINT (3.2472059 6.5343977),Lagos,Nigeria
7.1524047,3.3088565,POINT (3.3088565 7.1524047),Ogun,Nigeria
6.6308698,3.3511981,POINT (3.3511981 6.6308698),Lagos,Nigeria
9.9575748,8.8621398,POINT (8.8621398 9.9575748),Plateau,Nigeria
6.5184153,3.3619079,POINT (3.3619079 6.5184153),Lagos,Nigeria
9.0935249,7.498351,POINT (7.498351 9.0935249),Federal Capital Territory,Nigeria
6.5574427,3.2368372,POINT (3.2368372 6.5574427),Lagos,Nigeria
,,,,
12.9641206,7.6320502,POINT (7.6320502 12.9641206),Katsina,Nigeria
7.1381618,3.3502377,POINT (3.3502377 7.1381618),Ogun,Nigeria
7.8053065,4.534955,POINT (4.534955 7.8053065),Osun,Nigeria
6.6157686,3.4988704,POINT (3.4988704 6.6157686),Lagos,Nigeria
6.6570189,3.3516668,POINT (3.3516668 6.6570189),Lagos,Nigeria
7.7981312,4.5602035,POINT (4.5602035 7.7981312),Osun,Nigeria
6.2222471,6.6851048,POINT (6.6851048 6.2222471),Delta,Nigeria
,,,,
,,,,
6.6155848,3.3627356,POINT (3.3627356 6.6155848),Lagos,Nigeria
,,,,
7.0627433,4.8338633,POINT (4.8338633 7.0627433),Ondo,Nigeria
4.8726409,6.9918949,POINT (6.9918949 4.8726409),Rivers,Nigeria
,,,,
4.841691,7.0580788,POINT (7.0580788 4.841691),Rivers,Nigeria
4.8052131,7.0389223,POINT (7.0389223 4.8052131),Rivers,Nigeria
,,,,
,,,,
6.5421259,3.3482936,POINT (3.3482936 6.5421259),Lagos,Nigeria
6.5923106,3.3056888,POINT (3.3056888 6.5923106),Lagos,Nigeria
,,,,
5.5569582,5.800065,POINT (5.800065 5.5569582),Delta,Nigeria
