iter	Logloss
787	0.2849647267
788	0.2848309755
789	0.2847666804
790	0.2846780227
791	0.2844176798
792	0.2843092122
793	0.2841891716
794	0.2840571581
795	0.2840099447
796	0.2839048135
797	0.2837014673
798	0.2835813224
799	0.2834416978
800	0.2833331781
801	0.2832129289
802	0.2830703502
803	0.2829640548
804	0.2828029348
805	0.2826671158
806	0.2825144758
807	0.2824098312
808	0.2822942738
809	0.282109382
810	0.2819134731
811	0.2818376744
812	0.2817267046
813	0.2816391938
814	0.2814525469
815	0.2813333056
816	0.281244839
817	0.2811460852
818	0.281131419
819	0.2809980328
820	0.2808512488
821	0.2807971367
822	0.2807768577
823	0.2806713616
824	0.2805360292
825	0.2804600046
826	0.280317756
827	0.2802030849
828	0.2800840868
829	0.2800652154
830	0.2799438193
831	0.2798771262
832	0.2797128088
833	0.2795952357
834	0.2795212095
835	0.2794453065
836	0.2793474737
837	0.2791794376
838	0.2790128612
839	0.2789136383
840	0.2788843058
841	0.2786465183
842	0.2784226671
843	0.278284815
844	0.2782324058
845	0.2780581314
846	0.2780481222
847	0.2780340815
848	0.2779931065
849	0.2778641166
850	0.277624991
851	0.2774574589
852	0.2774491874
853	0.2773562028
854	0.2773050274
855	0.2771744041
856	0.27702517
857	0.2768616694
858	0.2767797366
859	0.2766480185
860	0.2765597431
861	0.2764328559
862	0.2762287103
863	0.2761627818
864	0.2759894631
865	0.275796769
866	0.2757509284
867	0.2756772497
868	0.2755612579
869	0.275395307
870	0.2753772697
871	0.2752931821
872	0.2752068355
873	0.2751012526
874	0.2750398421
875	0.2749392464
876	0.2747646591
877	0.2746303519
878	0.2745617647
879	0.2743830939
880	0.2743235775
881	0.2743091719
882	0.2741869939
883	0.2741515794
884	0.2740946522
885	0.274023528
886	0.2739485634
887	0.2738358211
888	0.2737179699
889	0.2735634184
890	0.2735286643
891	0.273504684
892	0.2734837621
893	0.2733434598
894	0.2732954643
895	0.2731831738
896	0.2730524463
897	0.2730392571
898	0.2729218578
899	0.2728294466
900	0.2726988928
901	0.2726233201
902	0.2725905469
903	0.2724981705
904	0.2724908896
905	0.2723460171
906	0.2721949063
907	0.2720554381
908	0.2718598941
909	0.2716354
910	0.2715069836
911	0.2713744662
912	0.2713716338
913	0.2713681062
914	0.2712686226
915	0.2711471223
916	0.2709779046
917	0.2709148085
918	0.2708044816
919	0.2706386525
920	0.2704373567
921	0.2702881747
922	0.2701665006
923	0.2700313593
924	0.2700054849
925	0.2699225095
926	0.2698038416
927	0.2696321216
928	0.2695244186
929	0.2693994777
930	0.269273216
931	0.2690469147
932	0.2689541213
933	0.2687942871
934	0.2686150603
935	0.2684141642
936	0.2682975642
937	0.2681409796
938	0.2680242753
939	0.2678483674
940	0.2677076829
941	0.2676637884
942	0.2676400861
943	0.267476012
944	0.2673762678
945	0.2672817192
946	0.2672256782
947	0.2670763225
948	0.2670020009
949	0.2669214061
950	0.2667037933
951	0.2664697071
952	0.2663396746
953	0.2661686844
954	0.2659949487
955	0.2658197533
956	0.2657536857
957	0.2657425644
958	0.2656501011
959	0.2655813749
960	0.2655699408
961	0.2655422766
962	0.2654157716
963	0.2653174349
964	0.2651299192
965	0.2651247408
966	0.2650315303
967	0.2649383198
968	0.2649304654
969	0.2649230106
970	0.2647477978
971	0.2645797965
972	0.2644531352
973	0.264421648
974	0.2642710585
975	0.2641146129
976	0.2640856454
977	0.2640404824
978	0.2639592968
979	0.2638489873
980	0.2637202755
981	0.2635874627
982	0.263492723
983	0.2633174581
984	0.2632956325
985	0.263280584
986	0.263274224
987	0.2631893545
988	0.2631319234
989	0.262913963
990	0.2629110089
991	0.2628041748
992	0.2627144919
993	0.2625633984
994	0.2625547099
995	0.2624423151
996	0.262433644
997	0.2623561945
998	0.2622542781
999	0.2621821112
